geo,unit,TIME_PERIOD,GDP,FCE,AIC,GCF,EGS,EG,ES,IGS,IG,IS,CE,TPI
EA20,CON_PPCH_PRE,2006-01-01,2.91,1.55,1.44,1.49,3.16,2.51,0.65,-2.97,-2.48,-0.49,NA,NA
EA20,CON_PPCH_PRE,2007-01-01,2.93,1.46,1.33,1.44,2.63,2.08,0.55,-2.53,-1.93,-0.6,NA,NA
EA20,CON_PPCH_PRE,2008-01-01,0.62,0.65,0.45,-0.41,0.3,0.04,0.26,-0.12,0,-0.12,NA,NA
EA20,CON_PPCH_PRE,2009-01-01,-4.03,-0.16,-0.33,-3.85,-4.92,-4.39,-0.53,4.42,3.89,0.53,NA,NA
EA20,CON_PPCH_PRE,2010-01-01,1.91,0.66,0.65,0.81,3.9,3.38,0.52,-3.25,-2.72,-0.53,NA,NA
EA20,CON_PPCH_PRE,2011-01-01,1.6,0.05,0.1,0.74,2.54,2.06,0.49,-1.64,-1.36,-0.28,NA,NA
EA20,CON_PPCH_PRE,2012-01-01,-0.63,-0.64,-0.62,-1.7,0.95,0.54,0.41,0.5,0.67,-0.18,NA,NA
EA20,CON_PPCH_PRE,2013-01-01,-0.11,-0.32,-0.32,-0.17,0.82,0.42,0.4,-0.56,-0.21,-0.35,NA,NA
EA20,CON_PPCH_PRE,2014-01-01,1.24,0.64,0.64,0.64,2.01,1.17,0.84,-1.9,-1.21,-0.69,NA,NA
EA20,CON_PPCH_PRE,2015-01-01,1.7,1.31,1.28,0.92,2.97,1.99,0.98,-3.17,-1.8,-1.37,NA,NA
EA20,CON_PPCH_PRE,2016-01-01,1.6,1.5,1.42,0.76,1.41,0.99,0.42,-1.79,-1.35,-0.45,NA,NA
EA20,CON_PPCH_PRE,2017-01-01,2.39,1.2,1.13,1.02,2.56,1.75,0.81,-2.15,-1.59,-0.57,NA,NA
EA20,CON_PPCH_PRE,2018-01-01,1.6,1.02,0.95,0.75,1.68,0.98,0.7,-1.66,-1.2,-0.46,NA,NA
EA20,CON_PPCH_PRE,2019-01-01,1.38,1.09,0.95,1.17,1.52,0.62,0.9,-2.19,-0.7,-1.49,NA,NA
EA20,CON_PPCH_PRE,2020-01-01,-5.31,-3.9,-4.07,-1.62,-4.37,-2.31,-2.07,3.82,2.13,1.7,NA,NA
EA20,CON_PPCH_PRE,2021-01-01,5.23,3.21,3.09,1.36,5.2,3.74,1.46,-3.84,-3.25,-0.58,NA,NA
EA20,CON_PPCH_PRE,2022-01-01,3.11,2.48,2.36,0.92,3.55,1.65,1.9,-3.58,-1.87,-1.71,NA,NA
EA20,CP_MEUR,1995-01-01,5201223.6,4389609.5,3911614.1,1284634.2,1594352,1264343.1,330008.8,1510070,1175462.5,334607.5,2816187.2,710893.4
EA20,CP_MEUR,1996-01-01,5417030.5,4600450,4102458.6,1300095.8,1685613.1,1333216.1,352397,1582187.2,1227683.3,354503.9,2914247.4,746351
EA20,CP_MEUR,1997-01-01,5541404.9,4678260,4176240.1,1343065,1868668.2,1473553.9,395114.3,1739358.5,1350471.3,388887.1,2954885.2,772041.1
EA20,CP_MEUR,1998-01-01,5757911.6,4837259,4328231.2,1446299.7,1984421.3,1554627.2,429794,1865468.7,1442100.6,423368.1,3045544.5,839801.9
EA20,CP_MEUR,1999-01-01,6000371.7,5071462.5,4538692.1,1535597.1,2096441.7,1632721,463720.6,2009871.7,1545234,464637.7,3202293.1,889907.2
EA20,CP_MEUR,2000-01-01,6325478.3,5331267.5,4776823.8,1660063.5,2472667.8,1927817.1,544850.7,2417848.2,1876584.1,541264.2,3374922.7,921764.1
EA20,CP_MEUR,2001-01-01,6640578.4,5574556.4,4994760.6,1693771.9,2591136.6,2009234.2,581902.4,2481738.3,1898326.4,583411.9,3513055.2,944478.6
EA20,CP_MEUR,2002-01-01,6870157.1,5762639.6,5158763.6,1679291.9,2632693.1,2028536.1,604157,2445121.6,1854437.2,590684.4,3637438.9,977597
EA20,CP_MEUR,2003-01-01,7068343,5970966.9,5344598.4,1725748.6,2637493,2023945.9,613547.1,2482848.5,1886283.2,596565.3,3737069.9,1005480.6
EA20,CP_MEUR,2004-01-01,7365667.7,6194009.7,5543511.3,1814827.6,2874963.9,2208634.6,666329.3,2696525.1,2071157.3,625367.8,3846174.7,1049470.7
EA20,CP_MEUR,2005-01-01,7613302.2,6443654.1,5774853.3,1901529.3,3093645.4,2374463.3,719182.1,2957459.6,2278382.5,679077.1,3969317.9,1101162.2
EA20,CP_MEUR,2006-01-01,7996735.7,6729096.8,6036217.3,2090836.8,3439629,2650289.8,789339.2,3325738.7,2589553.4,736185.3,4140286.8,1166673.7
EA20,CP_MEUR,2007-01-01,8446829.6,7014667.4,6299344.6,2275126,3738565.6,2880893.9,857671.7,3597080.8,2788529.6,808551.2,4337279.8,1224962.8
EA20,CP_MEUR,2008-01-01,8699378.9,7274202.3,6520344.9,2283620.4,3867446.5,2959413.8,908032.7,3756514.3,2914482.1,842032.2,4533811.3,1209622.6
EA20,CP_MEUR,2009-01-01,8413834,7263091.6,6479067,1898989.4,3272646,2423039.6,849606.4,3116709.1,2327347.3,789361.8,4519403.1,1157330.9
EA20,CP_MEUR,2010-01-01,8619457.4,7424695.1,6632671.3,2007580.6,3749792.2,2830211.3,919580.8,3602669.6,2741977.9,860691.8,4589033.5,1207283.1
EA20,CP_MEUR,2011-01-01,8846736.6,7568759.8,6769169.5,2115723,4134330.1,3151717.3,982612.9,3975423.5,3070803.4,904620.2,4689258.2,1255361.3
EA20,CP_MEUR,2012-01-01,8880395.6,7619845.7,6814953.7,1973520.2,4315613.8,3270077,1045536.9,4027247.5,3080472.9,946774.6,4736595.3,1291131.7
EA20,CP_MEUR,2013-01-01,8967473.8,7673637.6,6861127.2,1957738.6,4376937.3,3282009.5,1094927.8,4027809,3038392.4,989416.6,4782133.9,1311842.4
EA20,CP_MEUR,2014-01-01,9171207.1,7783117.5,6963571.1,2039036,4544448.4,3356362.3,1188086.1,4152673.8,3083611.4,1069062.5,4883011.2,1357292.3
EA20,CP_MEUR,2015-01-01,9487985.4,7945628.3,7119572.3,2154057.5,4862037.6,3560537.5,1301500.2,4392740.2,3159028.6,1233711.6,5012924.9,1403290.3
EA20,CP_MEUR,2016-01-01,9743325.6,8140041,7299285.6,2247870.3,4946408.1,3599445.3,1346962.8,4470057.1,3191757.2,1278299.9,5160915.6,1435095.7
EA20,CP_MEUR,2017-01-01,10105551.2,8385296.2,7523011.1,2401868.2,5322980,3862648.5,1460331.4,4835129.5,3476098.9,1359030.6,5353848.6,1489597.5
EA20,CP_MEUR,2018-01-01,10438860.3,8637021.4,7749059.4,2551822.7,5599938.8,4028730.4,1571208.4,5135750.5,3705399.5,1430350.9,5573407.4,1544655.2
EA20,CP_MEUR,2019-01-01,10790374.3,8881815.3,7964143.5,2744197.2,5817740.7,4112770.3,1704970.4,5400859.8,3765285.3,1635574.5,5781147.8,1601639.2
EA20,CP_MEUR,2020-01-01,10378658.9,8531053.3,7573772.7,2574957.4,5222852.7,3751367.4,1471485.2,4811655.2,3373927.9,1437727.3,5675315.8,1491758.3
EA20,CP_MEUR,2021-01-01,11191725.3,9089594.4,8099206.7,2889799.3,6171638.1,4442765.3,1728872.8,5676182.7,4111842.5,1564340.2,6009352,1662793.1
EA20,CP_MEUR,2022-01-01,12152737,9962141,8894151.2,3286058.2,7436197.3,5314913,2121284.4,7192464,5283581.6,1908882.4,6430716.1,1786473
EA20,CP_MNAC,1995-01-01,5201223.6,4389609.5,3911614.1,1284634.2,1594352,1264343.1,330008.8,1510070,1175462.5,334607.5,2816187.2,710893.4
EA20,CP_MNAC,1996-01-01,5417030.5,4600450,4102458.6,1300095.8,1685613.1,1333216.1,352397,1582187.2,1227683.3,354503.9,2914247.4,746351
EA20,CP_MNAC,1997-01-01,5541404.9,4678260,4176240.1,1343065,1868668.2,1473553.9,395114.3,1739358.5,1350471.3,388887.1,2954885.2,772041.1
EA20,CP_MNAC,1998-01-01,5757911.6,4837259,4328231.2,1446299.7,1984421.3,1554627.2,429794,1865468.7,1442100.6,423368.1,3045544.5,839801.9
EA20,CP_MNAC,1999-01-01,6000371.7,5071462.5,4538692.1,1535597.1,2096441.7,1632721,463720.6,2009871.7,1545234,464637.7,3202293.1,889907.2
EA20,CP_MNAC,2000-01-01,6325478.3,5331267.5,4776823.8,1660063.5,2472667.8,1927817.1,544850.7,2417848.2,1876584.1,541264.2,3374922.7,921764.1
EA20,CP_MNAC,2001-01-01,6640578.4,5574556.4,4994760.6,1693771.9,2591136.6,2009234.2,581902.4,2481738.3,1898326.4,583411.9,3513055.2,944478.6
EA20,CP_MNAC,2002-01-01,6870157.1,5762639.6,5158763.6,1679291.9,2632693.1,2028536.1,604157,2445121.6,1854437.2,590684.4,3637438.9,977597
EA20,CP_MNAC,2003-01-01,7068343,5970966.9,5344598.4,1725748.6,2637493,2023945.9,613547.1,2482848.5,1886283.2,596565.3,3737069.9,1005480.6
EA20,CP_MNAC,2004-01-01,7365667.7,6194009.7,5543511.3,1814827.6,2874963.9,2208634.6,666329.3,2696525.1,2071157.3,625367.8,3846174.7,1049470.7
EA20,CP_MNAC,2005-01-01,7613302.2,6443654.1,5774853.3,1901529.3,3093645.4,2374463.3,719182.1,2957459.6,2278382.5,679077.1,3969317.9,1101162.2
EA20,CP_MNAC,2006-01-01,7996735.7,6729096.8,6036217.3,2090836.8,3439629,2650289.8,789339.2,3325738.7,2589553.4,736185.3,4140286.8,1166673.7
EA20,CP_MNAC,2007-01-01,8446829.6,7014667.4,6299344.6,2275126,3738565.6,2880893.9,857671.7,3597080.8,2788529.6,808551.2,4337279.8,1224962.8
EA20,CP_MNAC,2008-01-01,8699378.9,7274202.3,6520344.9,2283620.4,3867446.5,2959413.8,908032.7,3756514.3,2914482.1,842032.2,4533811.3,1209622.6
EA20,CP_MNAC,2009-01-01,8413834,7263091.6,6479067,1898989.4,3272646,2423039.6,849606.4,3116709.1,2327347.3,789361.8,4519403.1,1157330.9
EA20,CP_MNAC,2010-01-01,8619457.4,7424695.1,6632671.3,2007580.6,3749792.2,2830211.3,919580.8,3602669.6,2741977.9,860691.8,4589033.5,1207283.1
EA20,CP_MNAC,2011-01-01,8846736.6,7568759.8,6769169.5,2115723,4134330.1,3151717.3,982612.9,3975423.5,3070803.4,904620.2,4689258.2,1255361.3
EA20,CP_MNAC,2012-01-01,8880395.6,7619845.7,6814953.7,1973520.2,4315613.8,3270077,1045536.9,4027247.5,3080472.9,946774.6,4736595.3,1291131.7
EA20,CP_MNAC,2013-01-01,8967473.8,7673637.6,6861127.2,1957738.6,4376937.3,3282009.5,1094927.8,4027809,3038392.4,989416.6,4782133.9,1311842.4
EA20,CP_MNAC,2014-01-01,9171207.1,7783117.5,6963571.1,2039036,4544448.4,3356362.3,1188086.1,4152673.8,3083611.4,1069062.5,4883011.2,1357292.3
EA20,CP_MNAC,2015-01-01,9487985.4,7945628.3,7119572.3,2154057.5,4862037.6,3560537.5,1301500.2,4392740.2,3159028.6,1233711.6,5012924.9,1403290.3
EA20,CP_MNAC,2016-01-01,9743325.6,8140041,7299285.6,2247870.3,4946408.1,3599445.3,1346962.8,4470057.1,3191757.2,1278299.9,5160915.6,1435095.7
EA20,CP_MNAC,2017-01-01,10105551.2,8385296.2,7523011.1,2401868.2,5322980,3862648.5,1460331.4,4835129.5,3476098.9,1359030.6,5353848.6,1489597.5
EA20,CP_MNAC,2018-01-01,10438860.3,8637021.4,7749059.4,2551822.7,5599938.8,4028730.4,1571208.4,5135750.5,3705399.5,1430350.9,5573407.4,1544655.2
EA20,CP_MNAC,2019-01-01,10790374.3,8881815.3,7964143.5,2744197.2,5817740.7,4112770.3,1704970.4,5400859.8,3765285.3,1635574.5,5781147.8,1601639.2
EA20,CP_MNAC,2020-01-01,10378658.9,8531053.3,7573772.7,2574957.4,5222852.7,3751367.4,1471485.2,4811655.2,3373927.9,1437727.3,5675315.8,1491758.3
EA20,CP_MNAC,2021-01-01,11191725.3,9089594.4,8099206.7,2889799.3,6171638.1,4442765.3,1728872.8,5676182.7,4111842.5,1564340.2,6009352,1662793.1
EA20,CP_MNAC,2022-01-01,12152737,9962141,8894151.2,3286058.2,7436197.3,5314913,2121284.4,7192464,5283581.6,1908882.4,6430716.1,1786473
EA20,CP_MPPS_EU27_2020,1995-01-01,4933436.7,4163608.8,3710223.2,1218494.3,1512266.1,1199247.9,313018.2,1432323.5,1114943.4,317380.1,2671194.8,674292.8
EA20,CP_MPPS_EU27_2020,1996-01-01,5153334.4,4376504.2,3902754.6,1236808.3,1603559,1268316.4,335242.6,1505167.8,1167920.8,337247,2772384.5,710019.3
EA20,CP_MPPS_EU27_2020,1997-01-01,5296748.1,4471711.6,3991856.3,1283767.8,1786165.3,1408495.5,377669.7,1662564.6,1290847.1,371717.5,2824425,737954.9
EA20,CP_MPPS_EU27_2020,1998-01-01,5519840.8,4637254.2,4149273.1,1386500,1902372,1490348.5,412023.4,1788337.7,1382474.5,405863.2,2919621.2,805078.9
EA20,CP_MPPS_EU27_2020,1999-01-01,5750236.4,4860050.3,4349489.4,1471583.2,2009048.1,1564658.4,444389.7,1926086.9,1480818.4,445268.5,3068800.3,852810
EA20,CP_MPPS_EU27_2020,2000-01-01,6098610,5140057.4,4605499.2,1600524,2383983.6,1858674.4,525309.2,2331130.2,1809278.9,521851.3,3253878.5,888704.3
EA20,CP_MPPS_EU27_2020,2001-01-01,6402285.3,5374516.9,4815526.7,1632992,2498155.2,1937134.1,561021.2,2392682.6,1830206.1,562476.5,3386991.4,910586.6
EA20,CP_MPPS_EU27_2020,2002-01-01,6624519.9,5556600.9,4974316,1619250.1,2538563.2,1956007.4,582555.8,2357698.2,1788133.3,569564.9,3507385.1,942643.8
EA20,CP_MPPS_EU27_2020,2003-01-01,6780900.6,5728150.6,5127254.1,1655569,2530236.3,1941639.8,588596.5,2381880.6,1809575.3,572305.2,3585097.6,964591.6
EA20,CP_MPPS_EU27_2020,2004-01-01,7047002.3,5926034.5,5303679,1736311.6,2750582.6,2113081,637501.5,2579863.7,1981551.6,598312.1,3679775.3,1004066.8
EA20,CP_MPPS_EU27_2020,2005-01-01,7328163.4,6202321.8,5558569.4,1830311.9,2977780,2285533.2,692246.8,2846694.7,2193050.8,653643.8,3820656.2,1059920.7
EA20,CP_MPPS_EU27_2020,2006-01-01,7710669.9,6488378,5820284.7,2016041.6,3316583.8,2555481.5,761102.3,3206767.6,2496917.7,709849.9,3992177.1,1124938.4
EA20,CP_MPPS_EU27_2020,2007-01-01,8152130.1,6769934.3,6079568.2,2195749.7,3608131.6,2780383,827748.6,3471583.1,2691241.2,780341.9,4185957.4,1182225.4
EA20,CP_MPPS_EU27_2020,2008-01-01,8393762,7018653.2,6291279.4,2203394.8,3731579.7,2855447,876132.7,3624544.6,2812093.7,812450.9,4374534.5,1167127.4
EA20,CP_MPPS_EU27_2020,2009-01-01,8010733.9,6915122.6,6168660,1808010.3,3115856.1,2306953.7,808902.4,2967390.1,2215845.9,751544.1,4302882.1,1101884.1
EA20,CP_MPPS_EU27_2020,2010-01-01,8245601.8,7102660.5,6344989.5,1920504.9,3587150.7,2707455.3,879695.4,3446409.4,2623048.8,823360.6,4389991.3,1154919
EA20,CP_MPPS_EU27_2020,2011-01-01,8467235.2,7244080.1,6478790.1,2024964.1,3956978.4,3016517,940461.4,3804888.4,2939074.1,865814.4,4488101.5,1201509.6
EA20,CP_MPPS_EU27_2020,2012-01-01,8492378.8,7286906.9,6517183.6,1887290,4127049,3127195.4,999853.6,3851282.4,2945875.9,905406.6,4529636.3,1234717.5
EA20,CP_MPPS_EU27_2020,2013-01-01,8588053.6,7348960.6,6570828.1,1874905.3,4191745.9,3143145.3,1048600.6,3857389.5,2909835.9,947553.6,4579798.4,1256337.4
EA20,CP_MPPS_EU27_2020,2014-01-01,8762774.2,7436502.1,6653453.6,1948229.1,4342064.7,3206889.2,1135175.5,3967737.6,2946285,1021452.6,4665549.9,1296846.3
EA20,CP_MPPS_EU27_2020,2015-01-01,9055754.3,7583660.2,6795235.7,2055928,4640544.4,3398334.9,1242209.5,4192626.1,3015117.1,1177509.1,4784558,1339362.5
EA20,CP_MPPS_EU27_2020,2016-01-01,9299373.5,7769142.1,6966695.5,2145446.7,4721026.3,3435437.5,1285588.8,4266380.1,3046325.6,1220054.5,4925759.8,1369706
EA20,CP_MPPS_EU27_2020,2017-01-01,9651727,8008725.9,7185164.7,2294004.2,5083933.4,3689183.2,1394750.3,4617991.6,3319992.9,1297998.7,5113415.8,1422702
EA20,CP_MPPS_EU27_2020,2018-01-01,9949162.5,8231849.7,7385543,2432114.1,5337239.9,3839738.5,1497501.4,4894827.1,3531575.4,1363251.7,5311953,1472193.8
EA20,CP_MPPS_EU27_2020,2019-01-01,10266476,8450582.1,7577465.5,2610959.9,5535275.6,3913085.5,1622190,5138635.2,3582471.8,1556163.5,5500459.3,1523875.9
EA20,CP_MPPS_EU27_2020,2020-01-01,9843189.4,8090907.9,7183016.6,2442106.8,4953388.3,3557821.9,1395566.4,4563405.9,3199855.7,1363550.2,5382507.4,1414793.5
EA20,CP_MPPS_EU27_2020,2021-01-01,10639634.7,8641202.4,7699670.8,2747244.8,5867189.7,4223602.6,1643587.1,5396175.1,3909004.3,1487170.9,5712909.1,1580767.1
EA20,CP_MPPS_EU27_2020,2022-01-01,11578777,9491640.3,8474090.6,3130861.4,7084994.2,5063895.7,2021098.5,6852772.1,5034044.1,1818728,6127000.7,1702099.9
EA20,PC_EU27_2020_MEUR_CP,1995-01-01,91.1,91,91.1,91,89,89.2,88.4,89.5,89.6,88.9,91.8,87.9
EA20,PC_EU27_2020_MEUR_CP,1996-01-01,90.7,90.6,90.6,90.3,88.8,89.1,87.6,88.9,89,88.6,91.2,87.2
EA20,PC_EU27_2020_MEUR_CP,1997-01-01,90.4,90.3,90.4,89.8,88.7,88.9,87.8,88.5,88.5,88.4,90.9,87.2
EA20,PC_EU27_2020_MEUR_CP,1998-01-01,90.2,90.1,90.1,89.6,88.5,88.7,87.6,88.2,88.2,88.3,90.7,86.9
EA20,PC_EU27_2020_MEUR_CP,1999-01-01,90.3,90.1,90.2,90,88.5,88.8,87.3,88.4,88.5,88.1,90.8,87
EA20,PC_EU27_2020_MEUR_CP,2000-01-01,89.7,89.6,89.7,89.4,88.1,88.7,86.1,88.1,88.3,87.4,90.3,86.8
EA20,PC_EU27_2020_MEUR_CP,2001-01-01,89.7,89.5,89.6,89.5,88.1,88.7,86.1,88.1,88.2,87.6,90,86.8
EA20,PC_EU27_2020_MEUR_CP,2002-01-01,89.5,89.3,89.3,89.3,87.9,88.3,86.6,87.5,87.5,87.4,90,86.4
EA20,PC_EU27_2020_MEUR_CP,2003-01-01,89.8,89.5,89.6,89.5,87.7,87.9,87,87.4,87.3,87.7,90.2,86.5
EA20,PC_EU27_2020_MEUR_CP,2004-01-01,89.5,89.3,89.4,89,87.2,87.3,86.9,86.9,86.7,87.5,90.1,86.3
EA20,PC_EU27_2020_MEUR_CP,2005-01-01,89,88.8,88.8,88.5,86.5,86.5,86.4,86.4,86.2,87.1,89.5,85.7
EA20,PC_EU27_2020_MEUR_CP,2006-01-01,88.5,88.5,88.5,87.8,85.9,86.1,85.4,85.7,85.6,86.3,89.2,85.5
EA20,PC_EU27_2020_MEUR_CP,2007-01-01,88.1,87.9,88,86.7,85.5,85.7,85,85,84.7,86,88.7,84.9
EA20,PC_EU27_2020_MEUR_CP,2008-01-01,87.5,87.3,87.4,85.9,84.9,85,84.5,84.2,83.9,85.3,88.1,84
EA20,PC_EU27_2020_MEUR_CP,2009-01-01,88.2,88.2,88.3,87.1,85.2,85.1,85.5,85.1,84.8,86,89.1,85.2
EA20,PC_EU27_2020_MEUR_CP,2010-01-01,87.5,87.5,87.6,86.5,84.7,84.5,85.2,84.7,84.3,86.1,88.4,84.1
EA20,PC_EU27_2020_MEUR_CP,2011-01-01,87.1,87.2,87.2,86,84.5,84.3,85,84.5,84.2,85.8,88.1,83.7
EA20,PC_EU27_2020_MEUR_CP,2012-01-01,87,87,87,85.4,84.6,84.5,84.9,84.3,84,85.5,87.9,83.8
EA20,PC_EU27_2020_MEUR_CP,2013-01-01,86.9,87,87,85.5,84.5,84.4,84.8,84.4,83.9,85.7,87.8,83.7
EA20,PC_EU27_2020_MEUR_CP,2014-01-01,86.9,87,87.1,85.2,84.5,84.2,85.2,84.1,83.5,85.9,87.8,84.1
EA20,PC_EU27_2020_MEUR_CP,2015-01-01,86.7,86.9,86.9,84.9,84.6,84.4,85.1,84.2,83.3,86.8,87.7,83.9
EA20,PC_EU27_2020_MEUR_CP,2016-01-01,86.8,86.9,86.9,85.4,84.5,84.3,85.1,84.2,83.2,86.9,87.5,83.7
EA20,PC_EU27_2020_MEUR_CP,2017-01-01,86.4,86.4,86.5,85.2,84.3,84,85.1,84,82.9,86.7,87.2,83.5
EA20,PC_EU27_2020_MEUR_CP,2018-01-01,86.3,86.2,86.3,85,84.2,83.9,85.2,83.8,82.7,86.6,87,83.5
EA20,PC_EU27_2020_MEUR_CP,2019-01-01,86.1,86.1,86.2,85.4,84,83.5,85.1,83.9,82.5,87.2,86.9,83.5
EA20,PC_EU27_2020_MEUR_CP,2020-01-01,85.7,85.7,85.8,85.1,83.4,82.9,84.9,83.4,81.9,87.2,86.6,82.8
EA20,PC_EU27_2020_MEUR_CP,2021-01-01,85.4,85.4,85.5,84.1,83.5,82.9,84.9,83,81.8,86.4,86.4,82.6
EA20,PC_EU27_2020_MEUR_CP,2022-01-01,85,85.2,85.3,83.7,83,82.7,83.7,83,82.1,85.5,86.3,82.7
EA20,PC_EU27_2020_MPPS_CP,1995-01-01,86.4,86.3,86.4,86.4,84.4,84.6,83.8,84.9,85,84.4,87.1,83.4
EA20,PC_EU27_2020_MPPS_CP,1996-01-01,86.3,86.2,86.2,85.9,84.4,84.7,83.3,84.6,84.7,84.2,86.8,83
EA20,PC_EU27_2020_MPPS_CP,1997-01-01,86.4,86.3,86.4,85.9,84.7,85,83.9,84.6,84.6,84.5,86.9,83.3
EA20,PC_EU27_2020_MPPS_CP,1998-01-01,86.5,86.4,86.4,85.9,84.8,85.1,84,84.5,84.5,84.6,87,83.3
EA20,PC_EU27_2020_MPPS_CP,1999-01-01,86.5,86.4,86.4,86.3,84.8,85.1,83.7,84.7,84.8,84.5,87,83.3
EA20,PC_EU27_2020_MPPS_CP,2000-01-01,86.5,86.4,86.5,86.2,84.9,85.5,83,84.9,85.2,84.2,87,83.6
EA20,PC_EU27_2020_MPPS_CP,2001-01-01,86.5,86.3,86.4,86.2,85,85.5,83,84.9,85,84.5,86.8,83.6
EA20,PC_EU27_2020_MPPS_CP,2002-01-01,86.3,86.1,86.1,86.1,84.7,85.1,83.5,84.4,84.4,84.3,86.8,83.4
EA20,PC_EU27_2020_MPPS_CP,2003-01-01,86.1,85.9,85.9,85.9,84.1,84.3,83.4,83.9,83.8,84.1,86.5,83
EA20,PC_EU27_2020_MPPS_CP,2004-01-01,85.6,85.5,85.5,85.1,83.4,83.5,83.1,83.2,83,83.7,86.2,82.6
EA20,PC_EU27_2020_MPPS_CP,2005-01-01,85.6,85.4,85.5,85.2,83.3,83.3,83.1,83.1,82.9,83.8,86.1,82.5
EA20,PC_EU27_2020_MPPS_CP,2006-01-01,85.4,85.3,85.4,84.7,82.8,83,82.3,82.7,82.5,83.2,86,82.5
EA20,PC_EU27_2020_MPPS_CP,2007-01-01,85,84.9,84.9,83.7,82.6,82.7,82,82,81.7,83,85.6,81.9
EA20,PC_EU27_2020_MPPS_CP,2008-01-01,84.4,84.3,84.4,82.9,81.9,82,81.5,81.3,81,82.3,85,81
EA20,PC_EU27_2020_MPPS_CP,2009-01-01,84,84,84.1,83,81.1,81,81.4,81,80.7,81.9,84.8,81.1
EA20,PC_EU27_2020_MPPS_CP,2010-01-01,83.7,83.7,83.8,82.8,81,80.8,81.5,81,80.6,82.3,84.6,80.5
EA20,PC_EU27_2020_MPPS_CP,2011-01-01,83.4,83.5,83.5,82.3,80.9,80.7,81.4,80.9,80.6,82.1,84.3,80.1
EA20,PC_EU27_2020_MPPS_CP,2012-01-01,83.2,83.2,83.2,81.7,80.9,80.8,81.2,80.6,80.3,81.8,84,80.1
EA20,PC_EU27_2020_MPPS_CP,2013-01-01,83.2,83.3,83.3,81.9,80.9,80.8,81.2,80.8,80.4,82.1,84,80.2
EA20,PC_EU27_2020_MPPS_CP,2014-01-01,83,83.1,83.2,81.4,80.7,80.5,81.4,80.4,79.8,82.1,83.9,80.4
EA20,PC_EU27_2020_MPPS_CP,2015-01-01,82.8,82.9,83,81.1,80.7,80.6,81.2,80.4,79.5,82.8,83.7,80
EA20,PC_EU27_2020_MPPS_CP,2016-01-01,82.8,82.9,83,81.5,80.7,80.5,81.2,80.4,79.4,83,83.5,79.9
EA20,PC_EU27_2020_MPPS_CP,2017-01-01,82.5,82.6,82.6,81.4,80.5,80.2,81.3,80.2,79.2,82.8,83.2,79.7
EA20,PC_EU27_2020_MPPS_CP,2018-01-01,82.3,82.2,82.3,81,80.3,79.9,81.2,79.8,78.8,82.6,82.9,79.6
EA20,PC_EU27_2020_MPPS_CP,2019-01-01,81.9,81.9,82,81.3,79.9,79.5,81,79.8,78.5,82.9,82.7,79.5
EA20,PC_EU27_2020_MPPS_CP,2020-01-01,81.3,81.3,81.4,80.7,79.1,78.6,80.6,79.1,77.7,82.7,82.1,78.5
EA20,PC_EU27_2020_MPPS_CP,2021-01-01,81.2,81.2,81.2,80,79.3,78.8,80.7,78.9,77.8,82.1,82.2,78.5
EA20,PC_EU27_2020_MPPS_CP,2022-01-01,80.9,81.2,81.3,79.7,79.1,78.8,79.8,79,78.2,81.5,82.2,78.8
EA20,PC_GDP,1995-01-01,90.3,76.2,67.9,22.3,27.7,22,5.7,26.2,20.4,5.8,48.9,12.3
EA20,PC_GDP,1996-01-01,90.2,76.6,68.3,21.7,28.1,22.2,5.9,26.4,20.4,5.9,48.5,12.4
EA20,PC_GDP,1997-01-01,90.1,76.1,67.9,21.8,30.4,24,6.4,28.3,22,6.3,48,12.6
EA20,PC_GDP,1998-01-01,89.9,75.6,67.6,22.6,31,24.3,6.7,29.1,22.5,6.6,47.6,13.1
EA20,PC_GDP,1999-01-01,89.6,75.8,67.8,22.9,31.3,24.4,6.9,30,23.1,6.9,47.8,13.3
EA20,PC_GDP,2000-01-01,89.8,75.7,67.8,23.6,35.1,27.4,7.7,34.3,26.6,7.7,47.9,13.1
EA20,PC_GDP,2001-01-01,90,75.6,67.7,23,35.1,27.2,7.9,33.6,25.7,7.9,47.6,12.8
EA20,PC_GDP,2002-01-01,90,75.5,67.6,22,34.5,26.6,7.9,32,24.3,7.7,47.7,12.8
EA20,PC_GDP,2003-01-01,90,76.1,68.1,22,33.6,25.8,7.8,31.6,24,7.6,47.6,12.8
EA20,PC_GDP,2004-01-01,90,75.7,67.7,22.2,35.1,27,8.1,32.9,25.3,7.6,47,12.8
EA20,PC_GDP,2005-01-01,89.8,76,68.1,22.4,36.5,28,8.5,34.9,26.9,8,46.8,13
EA20,PC_GDP,2006-01-01,89.5,75.3,67.6,23.4,38.5,29.7,8.8,37.2,29,8.2,46.3,13.1
EA20,PC_GDP,2007-01-01,89.6,74.4,66.8,24.1,39.6,30.5,9.1,38.1,29.6,8.6,46,13
EA20,PC_GDP,2008-01-01,90,75.2,67.4,23.6,40,30.6,9.4,38.9,30.1,8.7,46.9,12.5
EA20,PC_GDP,2009-01-01,90.3,77.9,69.5,20.4,35.1,26,9.1,33.4,25,8.5,48.5,12.4
EA20,PC_GDP,2010-01-01,90,77.5,69.2,21,39.1,29.5,9.6,37.6,28.6,9,47.9,12.6
